Date,Batting Team,Bowling Team,Striker,Non-Striker,Bowler,Innings,Unique,Over Number,Over Ball,Runs,Wides,Team Runs,Remaining Overs,Lead By,Trail By,Fall Of Wickets,Day,Session,Leg Byes,No Balls,Balls,Byes,Remaining Balls,Remaining Runs,Run Rate,Batter Sixes,Batter Runs,Batter Fours,Batter Balls,Batter Total Runs,Dismissal Type,Dismissal Fielder,On Field Minutes,Shot Angle,Shot Magnitude,Wagon Position,Pitching Length,Pitching Line,Shot Connection,False Shot,Feet Movement,Shot Type,Delivery Type,Bowling Side,Bowling Type,Bowling Hand,Catch Difficulty,Bounce_Angle,Pitch_x,Pitch_y,Friction,Restitution,Deviation,Reaction Time,Release Speed,Swing,Swing Distance,Six Distance
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mitchell Starc,1,0.1,1,1,1,0,1,19.5,0,0,0,1,1,0,0,1,0,119,,6.0,0,1,0,1,1,,,0,166,101,Backward Point,Length Delivery,Outside Leg,Leading Edge,1,Front Foot,Worked,Out Swing,Over,Fast,Left,0,8.633,7.483,0.133,0.308,0.622,-0.705,0.456,84.725,-0.214,-0.012,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mitchell Starc,1,0.2,1,2,0,0,1,19.4,0,0,0,1,1,0,0,2,0,118,,3.0,0,0,0,1,0,,,0,240,83,Mid On,Length Delivery,Off stump,Good,0,Front Foot,Worked,Out Swing,Over,Fast,Left,0,5.959,4.687,0.025,0.273,0.545,0.497,0.452,88.876,2.593,0.292,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mitchell Starc,1,0.3,1,3,4,0,5,19.3,0,0,0,1,1,0,0,3,0,117,,10.0,0,4,1,2,4,,,0,203,205,Deep Mid Wicket,Length Delivery,Leg stump,Middled,0,Front Foot,Flick,Out Swing,Over,Fast,Left,0,7.444,5.658,-0.116,0.043,0.672,0.469,0.451,88.036,2.683,0.284,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mitchell Starc,1,0.4,1,4,4,0,9,19.2,0,0,0,1,1,0,0,4,0,116,,13.5,0,4,2,3,8,,,0,307,226,Long Off,Half Volley,Outside Off,Middled,0,Front Foot,Drive,Out Swing,Over,Fast,Left,0,6.643,3.481,0.209,0.256,0.626,0.776,0.453,89.483,3.049,0.376,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mitchell Starc,1,0.5,1,5,0,0,9,19.1,0,0,0,1,1,0,0,5,0,115,,10.8,0,0,2,4,8,,,0,185,19,Short Leg,Back of Length,Off stump,Missed,1,Back Foot,Worked,Straight Ball,Over,Fast,Left,0,7.839,8.445,0.029,0.222,0.559,1.517,0.492,88.091,-0.722,-0.063,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mitchell Starc,1,0.6,1,6,1,1,10,19.1,0,0,0,1,1,0,0,5,0,115,,12.0,0,0,2,4,8,,,0,90,48,Wicketkeeper,Length Delivery,Outside Leg,Missed,1,Front Foot,Flick,Straight Ball,Over,Fast,Left,0,7.141,5.388,-0.192,0.25,0.628,0.492,0.504,90.36,-0.613,-0.063,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mitchell Starc,1,0.6,1,7,1,0,11,19.0,0,0,0,1,1,0,0,6,0,114,,11.0,0,1,2,5,9,,,0,15,141,Deep Backward Point,Length Delivery,Outside Off,Good,0,Front Foot,Drive,Out Swing,Over,Fast,Left,0,7.054,4.335,0.322,0.265,0.652,0.773,0.453,88.755,2.131,0.257,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mukesh Kumar,1,1.1,2,1,1,0,12,18.5,0,0,0,1,1,0,0,7,0,113,,10.28,0,1,2,6,10,,,0,242,86,Mid On,Length Delivery,Outside Leg,Good,0,Front Foot,Worked,Straight Ball,Over,Medium,Right,0,6.113,6.192,-0.254,0.097,0.515,-0.508,0.477,83.797,-0.035,-0.005,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mukesh Kumar,1,1.2,2,2,1,0,13,18.4,0,0,0,1,1,0,0,8,0,112,,9.75,0,1,0,2,2,,,0,15,91,Backward Square Leg,Length Delivery,Outside Off,Inside Edge,1,Front Foot,Forward Defensive,Straight Ball,Over,Medium,Right,0,6.515,6.9,-0.383,0.18,0.549,0.687,0.463,87.088,0.159,0.027,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mukesh Kumar,1,1.3,2,3,0,0,13,18.3,0,0,0,1,1,0,0,9,0,111,,8.66,0,0,2,7,10,,,0,60,50,Second Slip,Length Delivery,Outside Leg,Outside Edge,1,Front Foot,Worked,Straight Ball,Over,Medium,Right,0,7.148,6.84,-0.27,0.106,0.607,0.846,0.469,85.514,0.037,0.021,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mukesh Kumar,1,1.4,2,4,0,0,13,18.2,0,0,0,1,1,0,0,10,0,110,,7.8,0,0,2,8,10,,,0,330,42,Short Extra Cover,Back of Length,Outside Leg,Good,0,Back Foot,Drive,Straight Ball,Over,Medium,Right,0,8.126,9.907,-0.291,0.186,0.531,-0.996,0.496,82.594,0.296,0.009,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mukesh Kumar,1,1.5,2,5,6,0,19,18.1,0,0,0,1,1,0,0,11,0,109,,10.36,1,6,2,9,16,,,0,162,176,Deep Backward Square Leg,Short Length,Outside Leg,Middled,0,Front Foot,Pull,Straight Ball,Over,Medium,Right,0,10.403,11.002,-0.263,0.171,0.599,-0.592,0.495,80.182,0.058,0.006,80
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mukesh Kumar,1,1.6,2,6,1,0,20,18.0,0,0,0,1,1,0,0,12,0,108,,10.0,1,1,2,10,17,,,0,296,99,Mid Off,Length Delivery,Outside Leg,Leading Edge,1,Front Foot,Worked,Straight Ball,Over,Medium,Right,0,6.797,6.844,-0.299,0.087,0.589,0.452,0.456,87.136,0.059,0.006,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mitchell Starc,1,2.1,3,1,4,0,24,17.5,0,0,0,1,1,0,0,13,0,107,,11.07,1,4,3,11,21,,,0,113,207,Fine Leg,Short Length,Outside Off,Middled,0,Back Foot,Glance,Straight Ball,Over,Fast,Left,0,9.759,11.267,0.113,0.239,0.534,-0.521,0.476,89.288,-0.127,-0.008,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mitchell Starc,1,2.2,3,2,1,0,25,17.4,0,0,0,1,1,0,0,14,0,106,,10.71,1,1,3,12,22,,,0,250,106,Mid On,Length Delivery,Outside Off,MisTimed,1,Front Foot,Worked,Straight Ball,Over,Fast,Left,0,7.957,6.558,0.079,0.18,0.624,-0.289,0.458,86.134,-0.278,-0.028,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mitchell Starc,1,2.3,3,3,4,0,29,17.3,0,0,0,1,1,0,0,15,0,105,,11.6,0,4,1,3,6,,,0,185,193,Deep Point,Length Delivery,Outside Off,Middled,0,Front Foot,Drive,Straight Ball,Over,Fast,Left,0,7.544,7.515,-0.2,0.167,0.564,-0.313,0.47,86.06,-0.044,-0.004,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mitchell Starc,1,2.4,3,4,6,0,35,17.2,0,0,0,1,1,0,0,16,0,104,,13.12,1,6,1,4,12,,,0,112,186,Third Man,Length Delivery,Outside Off,Top Edge,1,Front Foot,Sweep,Straight Ball,Over,Fast,Left,0,8.038,4.548,-0.386,0.206,0.704,-0.24,0.423,91.315,-0.867,-0.102,63
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mitchell Starc,1,2.5,3,5,0,0,35,17.1,0,0,0,1,1,0,0,17,0,103,,12.35,1,0,1,5,12,,,0,90,48,Wicketkeeper,Length Delivery,Off stump,Missed,1,Front Foot,Forward Defensive,Off Cutter,Over,Fast,Left,0,7.38,6.755,-0.084,0.267,0.552,-1.594,0.557,82.745,0.476,0.046,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mitchell Starc,1,2.6,3,6,4,0,39,17.0,0,0,0,1,1,0,0,18,0,102,,13.0,1,4,2,6,16,,,0,217,221,Deep Extra Cover,Length Delivery,Outside Off,Middled,0,Front Foot,Drive,Off Cutter,Over,Fast,Left,0,6.597,5.62,-0.228,0.199,0.54,-0.9,0.453,85.163,0.373,0.039,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mukesh Kumar,1,3.1,4,1,1,0,40,16.5,0,0,0,1,1,0,0,19,0,101,,12.63,1,1,3,13,23,,,0,357,135,Deep Point,Length Delivery,Middle stump,Good,0,Back Foot,Drive,Straight Ball,Over,Medium,Right,0,7.735,8.384,-0.154,0.196,0.581,-0.1,0.493,82.59,0.226,0.023,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mukesh Kumar,1,3.2,4,2,0,0,40,16.4,0,0,0,1,1,0,0,20,0,100,,12.0,1,0,2,7,16,,,0,216,56,Short Extra Cover,Length Delivery,Outside Off,Good,0,Front Foot,Pushed,Straight Ball,Over,Medium,Right,0,6.994,7.23,-0.328,0.152,0.573,-0.611,0.465,85.164,-0.181,-0.016,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mukesh Kumar,1,3.3,4,3,0,0,40,16.3,0,0,0,1,1,0,0,21,0,99,,11.42,1,0,2,8,16,,,0,90,48,Wicketkeeper,Back of Length,Outside Off,Missed,1,Down The Track,Slog,Out Swing,Over,Medium,Right,0,9.889,9.506,-0.243,0.201,0.677,-0.615,0.55,85.471,-0.484,0.016,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Rohit Sharma,Ryan Rickelton,Mukesh Kumar,1,3.4,4,4,1,0,41,16.2,0,0,0,1,1,0,0,22,0,98,,11.18,1,1,2,9,17,,,0,337,112,Mid Wicket,Length Delivery,Outside Off,Good,0,Front Foot,Worked,Straight Ball,Over,Medium,Right,0,8.28,7.852,-0.268,0.159,0.643,-0.468,0.462,85.748,0.131,-0.028,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mukesh Kumar,1,3.5,4,5,0,0,41,16.1,0,0,0,1,1,0,0,23,0,97,,10.69,1,0,3,14,23,,,0,270,40,Bowler,Length Delivery,Middle stump,Good,0,Front Foot,Drive,Straight Ball,Over,Medium,Right,0,6.887,5.495,-0.088,0.172,0.615,-0.392,0.466,86.033,-0.096,-0.01,-1
14-04-2025 19:30,Mumbai Indians,Delhi Capitals,Ryan Rickelton,Rohit Sharma,Mukesh Kumar,1,3.6,4,6,4,0,45,16.0,0,0,0,1,1,0,0,24,0,96,,11.25,1,4,4,15,27,,,0,325,227,Deep Extra Cover,Length Delivery,Off stump,Middled,0,Front Foot,Drive,Straight Ball,Over,Medium,Right,0,7.361,7.947,-0.038,0.141,0.581,-0.027,0.459,85.149,0.18,0.016,-1
